customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST_001891,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),95.41,6862.23,No
CUST_001892,Female,0,No,No,59,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.68,5434.02,No
CUST_001893,Male,1,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),95.29,1630.74,No
CUST_001894,Male,0,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.38,1486.52,No
CUST_001895,Male,0,No,No,35,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,No,Credit card (automatic),89.52,3151.53,No
CUST_001896,Male,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,108.68,767.15,No
CUST_001897,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),102.37,1364.39,No
CUST_001898,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.94,2104.43,Yes
CUST_001899,Female,0,No,No,32,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,83.03,2697.55,No
CUST_001900,Female,1,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.72,1033.3,No
CUST_001901,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,80.17,1553.48,No
CUST_001902,Male,1,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.92,964.3,No
CUST_001903,Male,1,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.75,987.2,No
CUST_001904,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),75.28,1401.11,No
CUST_001905,Male,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),73.66,1775.0,No
CUST_001906,Female,1,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,40.49,2850.51,No
CUST_001907,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),95.89,3042.15,No
CUST_001908,Male,0,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),50.58,2055.91,Yes
CUST_001909,Female,0,No,No,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.81,564.04,No
CUST_001910,Male,0,No,No,32,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,76.94,2453.44,No
CUST_001911,Female,0,No,No,27,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,88.46,2409.11,No
CUST_001912,Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),108.6,66.21,No
CUST_001913,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,44.42,3152.82,No
CUST_001914,Female,0,No,No,1,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),99.19,101.25,Yes
CUST_001915,Female,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),104.01,1672.01,Yes
CUST_001916,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),79.15,226.2,Yes
CUST_001917,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),42.5,152.19,No
CUST_001918,Female,0,No,No,50,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),89.4,4436.84,No
CUST_001919,Male,0,No,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.67,1828.48,Yes
CUST_001920,Male,0,Yes,No,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,92.43,4698.98,No
CUST_001921,Male,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.15,954.66,No
CUST_001922,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,109.98,979.15,Yes
CUST_001923,Female,1,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.7,246.97,Yes
CUST_001924,Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),115.28,3430.43,Yes
CUST_001925,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),52.92,2800.39,Yes
CUST_001926,Male,0,No,No,19,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,84.74,1586.65,No
CUST_001927,Male,1,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),77.51,1116.89,Yes
CUST_001928,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.66,3418.24,Yes
CUST_001929,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),73.24,177.32,No
CUST_001930,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,92.97,1999.4,No
CUST_001931,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,120.0,1884.08,No
CUST_001932,Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.73,179.63,Yes
CUST_001933,Male,0,No,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),66.18,591.63,No
CUST_001934,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.69,19.27,Yes
CUST_001935,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.5,3561.07,Yes
CUST_001936,Female,0,No,No,29,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),68.29,1969.11,No
CUST_001937,Male,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,47.44,2532.16,No
CUST_001938,Female,1,Yes,Yes,23,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,50.81,1189.99,No
CUST_001939,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,75.29,2155.23,Yes
CUST_001940,Male,1,Yes,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.24,1308.86,No
CUST_001941,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),120.0,8681.33,No
CUST_001942,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,107.0,316.21,Yes
CUST_001943,Female,0,No,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,103.71,1230.42,No
CUST_001944,Female,1,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.64,3391.57,Yes
CUST_001945,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.71,7688.01,Yes
CUST_001946,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,74.18,5380.4,No
CUST_001947,Male,0,No,No,32,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),74.65,2354.65,Yes
CUST_001948,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.59,316.69,Yes
CUST_001949,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.04,118.11,Yes
CUST_001950,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,85.29,6101.54,No
CUST_001951,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.85,1452.13,No
CUST_001952,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),95.98,532.64,Yes
CUST_001953,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,47.39,3422.34,Yes
CUST_001954,Female,0,No,No,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),78.3,270.05,Yes
CUST_001955,Male,0,Yes,No,41,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,80.52,3281.54,No
CUST_001956,Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.22,1446.11,Yes
CUST_001957,Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),98.54,160.06,Yes
CUST_001958,Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.4,927.68,No
CUST_001959,Male,1,Yes,Yes,5,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,95.85,496.84,No
CUST_001960,Male,1,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.72,1512.82,No
CUST_001961,Female,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,103.9,2029.9,Yes
CUST_001962,Male,0,No,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),98.66,112.93,Yes
CUST_001963,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,41.43,3003.42,No
CUST_001964,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.05,569.4,No
CUST_001965,Male,0,Yes,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),90.71,809.14,No
CUST_001966,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,113.81,959.28,Yes
CUST_001967,Male,0,Yes,No,5,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,63.8,296.28,No
CUST_001968,Female,1,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,102.07,7345.68,Yes
CUST_001969,Male,1,No,No,11,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,98.33,1099.0,Yes
CUST_001970,Male,0,No,No,16,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.43,1364.89,No
CUST_001971,Male,0,No,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.09,7206.97,Yes
CUST_001972,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,93.31,2975.22,No
CUST_001973,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,93.21,1256.0,Yes
CUST_001974,Female,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.03,6866.78,No
CUST_001975,Female,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.46,1917.1,Yes
CUST_001976,Male,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.21,514.58,Yes
CUST_001977,Male,0,Yes,Yes,33,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,99.86,3269.0,Yes
CUST_001978,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,82.77,5923.3,No
CUST_001979,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.59,1987.76,Yes
CUST_001980,Female,0,Yes,No,42,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),43.82,1864.04,No
CUST_001981,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.47,7479.54,No
CUST_001982,Female,0,No,Yes,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.54,3950.58,Yes
CUST_001983,Female,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),79.99,225.27,Yes
CUST_001984,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),92.61,739.94,No
CUST_001985,Female,0,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,86.09,2387.12,Yes
CUST_001986,Female,1,Yes,Yes,10,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,92.6,962.37,No
CUST_001987,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,105.06,7559.56,No
CUST_001988,Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),72.01,1118.21,No
CUST_001989,Male,0,Yes,No,19,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.94,2023.04,No
CUST_001990,Male,1,No,Yes,38,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,108.59,4151.6,Yes
CUST_001991,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,84.95,1952.34,No
CUST_001992,Male,0,Yes,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,61.4,943.17,No
CUST_001993,Male,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),100.06,210.33,No
CUST_001994,Male,0,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.32,2295.76,Yes
CUST_001995,Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,38.45,2510.73,No
CUST_001996,Male,0,No,Yes,37,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,79.14,2955.42,No
CUST_001997,Female,0,No,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,286.64,Yes
CUST_001998,Male,1,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.95,188.91,No
CUST_001999,Male,0,No,No,54,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.25,3944.31,Yes
CUST_002000,Male,0,No,No,72,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),79.42,5726.02,No
CUST_002001,Male,0,No,Yes,15,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.92,1222.64,Yes
CUST_002002,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Mailed check,96.67,3915.82,No
CUST_002003,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,120.0,1911.49,Yes
CUST_002004,Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,85.36,1878.79,No
CUST_002005,Female,0,Yes,No,57,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.17,4771.11,Yes
CUST_002006,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),88.26,162.47,Yes
CUST_002007,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),51.03,1211.35,No
CUST_002008,Male,0,No,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),83.54,571.56,No
CUST_002009,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.69,613.55,Yes
CUST_002010,Male,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,107.28,3548.99,Yes
CUST_002011,Male,0,Yes,No,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,77.66,59.05,Yes
CUST_002012,Male,1,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.71,980.35,No
CUST_002013,Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,95.53,989.99,Yes
CUST_002014,Female,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),107.16,3764.77,No
CUST_002015,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),116.12,499.58,Yes
CUST_002016,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),39.69,1681.35,No
CUST_002017,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,43.15,1465.42,No
CUST_002018,Female,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.65,8029.02,Yes
CUST_002019,Male,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,85.63,6199.61,No
CUST_002020,Female,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),110.28,1070.39,Yes
CUST_002021,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.7,65.65,Yes
CUST_002022,Male,0,No,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,94.37,3194.96,No
CUST_002023,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,37.91,1101.89,No
CUST_002024,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.74,130.39,Yes
CUST_002025,Male,0,Yes,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.44,212.21,Yes
CUST_002026,Female,0,No,No,28,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),87.02,2459.56,No
CUST_002027,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,92.68,6626.62,Yes
CUST_002028,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,109.86,7899.89,No
CUST_002029,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,106.04,575.62,Yes
CUST_002030,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,81.94,1255.27,No
CUST_002031,Male,0,Yes,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.16,18.47,No
CUST_002032,Male,0,No,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.78,936.46,Yes
CUST_002033,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.59,1958.66,Yes
CUST_002034,Female,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,88.02,4292.24,Yes
CUST_002035,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,86.17,1936.05,Yes
CUST_002036,Female,0,No,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,70.45,210.99,Yes
CUST_002037,Female,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,97.88,1513.46,No
CUST_002038,Male,1,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,92.59,6642.98,No
CUST_002039,Female,0,Yes,Yes,8,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),110.61,918.32,Yes
CUST_002040,Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),107.41,1240.88,Yes
CUST_002041,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.95,4592.24,Yes
CUST_002042,Male,0,Yes,No,42,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,87.38,3633.64,No
CUST_002043,Male,1,No,Yes,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),104.51,7500.87,Yes
CUST_002044,Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),74.22,1067.56,No
CUST_002045,Female,0,Yes,No,23,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),60.72,1367.7,No
CUST_002046,Female,0,Yes,Yes,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,48.9,1015.3,No
CUST_002047,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),104.08,7535.3,No
CUST_002048,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.46,1639.0,Yes
CUST_002049,Male,0,No,No,56,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,78.85,4397.14,No
CUST_002050,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),120.0,490.98,No
CUST_002051,Female,0,No,No,50,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.48,4440.09,No
CUST_002052,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.82,687.54,Yes
CUST_002053,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),35.1,76.31,Yes
CUST_002054,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.83,94.54,Yes
CUST_002055,Male,0,No,No,36,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Electronic check,79.04,2839.56,No
CUST_002056,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,120.0,1638.55,No
CUST_002057,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.89,3323.47,Yes
CUST_002058,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),102.39,4309.13,No
CUST_002059,Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.92,17.63,Yes
CUST_002060,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),85.21,3191.54,No
CUST_002061,Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.65,648.78,No
CUST_002062,Female,1,Yes,Yes,17,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.64,1492.35,Yes
CUST_002063,Male,0,No,Yes,31,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,83.91,2588.73,Yes
CUST_002064,Female,0,No,Yes,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,106.65,6943.17,No
CUST_002065,Male,1,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.57,725.23,No
CUST_002066,Female,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),44.74,2361.57,No
